set,frame,strategy,decode_path,width,height,megapixels,decode_ms,demosaic_ms,resize_ms,readback_ms,curve_ms,encode_ms,write_ms,total_ms,fps_single,in_bytes,out_bytes,ratio,peak_mb,whole_rel,block_rel,block_abs,green_ratio,blue_ratio,psnr_db,ssim,stops_rms,wb_warm_psnr,wb_cool_psnr,wb_tintp_psnr,wb_tintm_psnr,wb_warm_stops,wb_cool_stops,wb_balanced,apple_direct,apple_direct_whole,apple_direct_green,apple_direct_blue,repack_applies,imageio_type,imageio_decodes,quicklook,adobe,adobe_gap,thermal,error,notes
1,"_WEX4159.ARW","apple_linear_jxl-d0.5-e7-xyb_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,411,0,0,0,72,518,1,1003,0.997,18116608,445315,40.68,4333,0.3616,0.4626,0.01261,0.6925,0.6384,61.49,0.9964,0.1133,60.62,56.22,59.83,61.03,0.104,0.162,yes,yes,0.3648,0.6938,0.6352,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 71 + render 334 ms)"
1,"_WEX4159.ARW","apple_linear_jxl-d1.0-e7-rgb_linear_10mp_t512","apple-ciraw",3873,2582,10.00,271,0,0,0,47,382,1,701,1.427,18116608,352985,51.32,4917,0.2978,0.4707,0.01265,0.7073,0.7022,42.89,0.9103,0.3890,40.56,41.33,41.83,41.93,0.407,0.527,yes,yes,0.3110,0.7005,0.6890,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 43 + render 221 ms)"
1,"_WEX4159.ARW","apple_linear_jpeg8-q0.90_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,272,0,0,0,49,5,6,332,3.009,18116608,757343,23.92,5373,0.3251,0.4669,0.01303,0.6749,0.6936,53.27,0.9603,0.2195,51.34,50.40,52.13,52.35,0.235,0.357,yes,yes,0.3279,0.6721,0.6827,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 43 + render 222 ms) | ImageIO JPEG sampling 2x2,1x1,1x1"
1,"_WEX4159.ARW","apple_linear_hwjpeg-q0.90_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,239,0,0,0,58,31,1,328,3.045,18116608,699939,25.88,5913,0.3747,0.4616,0.02081,0.6326,0.6253,46.21,0.9466,0.3720,43.97,44.47,45.17,45.24,0.361,0.529,yes,yes,1.0000,0.0000,0.0000,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 6061 K / 24.3, scale 0.840 (setup 44 + render 189 ms) | VideoToolbox com.apple.videotoolbox.videoencoder.jpeg.ajpeg sampling 2x2,1x1,1x1"
1,"_WEX4159.ARW","libraw_cfa_lj92_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,226,0,0,0,0,63,7,296,3.383,18116608,13005142,1.39,5312,0.0795,0.1072,0.00897,1.0063,0.9984,47.26,0.9950,0.1022,,,,,,,,yes,0.0813,0.9996,0.9963,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 5 + unpack 214 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_cfa_jxl-lossless-e7_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,220,0,0,0,0,180,8,408,2.450,18116608,12377071,1.46,5450,0.0795,0.1072,0.00897,1.0063,0.9984,47.26,0.9950,0.1022,,,,,,,,yes,0.0813,0.9996,0.9963,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 209 + copy 8 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_cfa_jxl-d0.5-e7-xyb_cubic0.10_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,224,0,0,0,42,673,1,940,1.064,18116608,915292,19.79,5453,0.0523,0.1019,0.00866,0.9519,1.0415,61.45,0.9815,0.0914,60.84,61.59,60.79,61.94,0.094,0.090,yes,yes,0.0544,0.9459,1.0390,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 1 + unpack 217 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_cfa_jxl-d1.0-e7-xyb_cubic0.10_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,166,0,0,0,33,428,1,628,1.592,18116608,436045,41.55,5543,0.1392,0.0975,0.00747,0.9045,1.1392,54.04,0.9518,0.2204,53.48,53.96,53.41,54.59,0.230,0.204,yes,yes,0.1349,0.8979,1.1349,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 160 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_cfa_jxl-d0.5-e7-xyb_lut2.2_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,217,0,0,0,86,775,6,1085,0.922,18116608,1210056,14.97,5480,23.6267,13.5599,0.41667,13.0001,24.6267,15.07,0.3126,4.1526,14.44,14.41,14.23,15.85,4.191,4.273,yes,yes,23.6454,12.9863,24.6454,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 211 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_cfa_jxl-d1.0-e7-rgb_linear_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,171,0,0,0,0,408,0,580,1.725,18116608,225481,80.35,5630,0.2463,0.4326,0.01592,0.9558,1.1283,42.99,0.8851,0.9817,42.42,42.73,42.41,43.47,1.051,0.837,yes,yes,0.2396,0.9411,1.1140,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 165 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_lj92_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,166,78,0,0,88,142,27,501,1.998,18116608,38067490,0.48,6141,0.0701,0.0987,0.00576,0.9747,0.9329,39.56,0.9563,0.3584,,,,,,,,yes,0.0749,0.9585,0.9251,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 161 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 9 + resize 0 + readback 66 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_lj92_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,167,104,0,0,48,131,20,470,2.126,18116608,31142610,0.58,6437,0.0734,0.1019,0.00568,0.9748,0.9312,38.83,0.9540,0.3697,,,,,,,,yes,0.0728,0.9650,0.9272,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 161 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 10 + resize 22 + readback 68 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512_be0.35","libraw-0.22.1-Release",4608,3072,14.16,167,70,0,0,209,561,8,1015,0.985,18116608,1708516,10.60,6388,0.0709,0.0982,0.00578,0.9795,0.9302,62.11,0.9834,0.0962,61.83,60.10,61.09,62.91,0.088,0.110,yes,yes,0.0766,0.9644,0.9234,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 161 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 14 + resize 0 + readback 52 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d0.5-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,169,93,0,0,130,532,9,933,1.072,18116608,1249350,14.50,6333,0.0741,0.1017,0.00557,0.9776,0.9266,61.45,0.9841,0.1006,58.90,59.68,60.47,62.07,0.089,0.112,yes,yes,0.0753,0.9697,0.9247,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 162 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 10 + resize 26 + readback 52 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,171,109,0,0,150,518,6,954,1.048,18116608,656661,27.59,6442,0.0794,0.1016,0.00566,0.9751,0.9206,57.83,0.9773,0.1247,57.04,56.18,56.81,58.52,0.116,0.138,yes,yes,0.0788,0.9687,0.9212,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 164 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 21 + resize 31 + readback 53 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d2.0-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,172,114,0,0,152,498,6,943,1.061,18116608,390110,46.44,6657,0.0825,0.1014,0.00559,0.9741,0.9175,54.14,0.9728,0.1564,53.22,52.21,53.11,55.03,0.147,0.169,yes,yes,0.0812,0.9689,0.9188,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 165 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 16 + resize 35 + readback 60 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d1.0-e3-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,244,156,0,0,190,322,6,919,1.088,18116608,485668,37.30,6694,0.0750,0.1019,0.00559,0.9764,0.9291,57.28,0.9729,0.1469,55.23,55.89,56.47,57.84,0.138,0.163,yes,yes,0.0700,0.9720,0.9300,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 234 + copy 5 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 4 + metal 17 + resize 54 + readback 76 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d1.0-e5-xyb_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,214,99,0,0,201,574,8,1097,0.912,18116608,648853,27.92,7231,0.0817,0.1019,0.00563,0.9755,0.9183,57.49,0.9774,0.1274,56.46,55.49,56.46,58.33,0.121,0.140,yes,yes,0.0810,0.9694,0.9190,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 205 + copy 4 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 4 + metal 12 + resize 24 + readback 56 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d0.5-e7-xyb_cubic0.10_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,225,133,0,0,79,727,4,1168,0.856,18116608,762077,23.77,7356,0.0761,0.1011,0.00579,0.9656,0.9300,59.53,0.9769,0.1162,57.30,57.46,58.49,60.25,0.107,0.137,yes,yes,0.0715,0.9603,0.9294,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 216 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 20 + resize 41 + readback 67 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d1.0-e7-rgb_linear_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,172,106,0,0,37,369,3,687,1.456,18116608,417313,43.41,7888,0.0611,0.0937,0.00538,1.0088,1.0048,46.87,0.9416,0.2855,45.99,47.63,46.29,47.43,0.280,0.336,yes,yes,0.0566,0.9972,0.9992,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 165 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 17 + resize 38 + readback 46 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_bin2_linear_jxl-d1.0-e7-xyb_lut2.2_keep_t256_be0.35","libraw-0.22.1-Release",2304,1536,3.54,171,19,0,0,42,131,5,368,2.717,18116608,306220,59.16,7679,0.0804,0.1012,0.00592,0.9694,0.9196,37.60,0.9721,0.3656,36.38,38.75,36.85,38.23,0.417,0.313,yes,yes,0.0875,0.9529,0.9125,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 164 + copy 2 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + bin2 3 + resize 0 + readback 13 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t256_be0.35","libraw-0.22.1-Release",3873,2582,10.00,168,99,0,0,148,435,6,856,1.168,18116608,678304,26.71,8602,0.0792,0.1019,0.00566,0.9751,0.9208,58.17,0.9774,0.1253,58.08,56.13,57.11,59.04,0.118,0.138,yes,yes,0.0786,0.9687,0.9214,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 161 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 14 + resize 33 + readback 48 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw-demosaic_linear_lj92_10mp_t512_be0.35","libraw-demosaic-q3",3875,2581,10.00,363,0,158,0,39,108,50,718,1.393,18116608,31040417,0.58,8672,0.0849,0.2436,0.01243,0.9653,0.9624,23.84,0.8113,1.4350,,,,,,,,yes,0.0943,0.9435,0.9492,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw process (q3) 165 ms + copy 29 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw-demosaic_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512_be0.35","libraw-demosaic-q3",3875,2581,10.00,374,0,129,0,133,478,8,1123,0.891,18116608,657469,27.56,9003,0.0885,0.2443,0.01246,0.9669,0.9505,54.37,0.9638,0.1739,53.41,52.51,53.32,55.26,0.166,0.186,yes,yes,0.0959,0.9497,0.9413,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw process (q3) 164 ms + copy 38 ms | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jpeg8-q0.90_cubic0.10_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,172,102,0,0,46,6,2,329,3.039,18116608,1385174,13.08,8773,0.0618,0.0962,0.00499,0.9382,1.0143,52.89,0.9439,0.1809,50.55,52.63,52.19,53.50,0.166,0.214,yes,yes,0.0697,0.9303,1.0088,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 165 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 4 + metal 14 + resize 30 + readback 54 ms | ImageIO JPEG sampling 2x2,1x1,1x1 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_hwjpeg-q0.90_cubic0.10_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,169,120,0,0,50,19,3,361,2.773,18116608,1453952,12.46,9028,0.1124,0.1627,0.00650,1.1124,0.9106,49.86,0.9367,0.2436,48.99,50.17,49.19,50.19,0.232,0.233,yes,yes,1.0000,-0.0000,-0.0000,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 162 + copy 3 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 18 + resize 46 + readback 51 ms | VideoToolbox com.apple.videotoolbox.videoencoder.jpeg.ajpeg sampling 2x2,1x1,1x1 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4159.ARW","libraw_metal_linear_jpeg8-q0.90_lut2.2_10mp_t512_be0.35","libraw-0.22.1-Release",3873,2582,10.00,171,119,0,0,149,7,15,461,2.169,18116608,1599966,11.32,9723,566.4968,151.0732,3.34375,500.3260,567.4968,-10.46,0.0569,7.9019,-11.56,-9.65,-11.56,-9.41,8.017,7.740,yes,yes,565.3911,499.3512,566.3911,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","LibRaw open 0 + unpack 160 + copy 4 ms; LibRaw visible area 4624×3080 at (0,0); camera crop 4608×3072 at +(44,30); black 512.0; maximum 16383 | Metal upload 3 + metal 20 + resize 44 + readback 50 ms | ImageIO JPEG sampling 2x2,1x1,1x1 | BaselineExposure 0.35 written (source had none)"
1,"_WEX4319.ARW","apple_linear_lj92_keep_t512","apple-ciraw",4608,3072,14.16,534,0,0,0,73,89,18,714,1.400,17842176,15413106,1.16,10140,0.1583,0.1046,0.00364,0.9063,0.8417,42.88,0.9881,0.5210,,,,,,,,yes,0.1664,0.8984,0.8336,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 1.000 (setup 50 + render 476 ms)"
1,"_WEX4319.ARW","apple_linear_lj92_10mp_t512","apple-ciraw",3873,2582,10.00,288,0,0,0,60,74,12,435,2.300,17842176,12217554,1.46,10613,0.1632,0.1284,0.00373,0.8949,0.8368,43.23,0.9875,0.5246,,,,,,,,yes,0.1636,0.8983,0.8364,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 43 + render 238 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d0.5-e7-xyb_lut2.2_keep_t512","apple-ciraw",4608,3072,14.16,267,0,0,0,224,821,4,1317,0.759,17842176,787801,22.65,11073,0.1274,0.0643,0.00361,1.0285,0.8726,56.78,0.9210,0.2966,56.51,51.61,55.20,56.43,0.292,0.364,yes,yes,0.1394,1.0189,0.8606,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 1.000 (setup 45 + render 215 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d0.5-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,293,0,0,0,171,474,6,944,1.060,17842176,586227,30.44,10493,0.1301,0.0838,0.00363,1.0171,0.8699,57.12,0.9245,0.2827,56.86,51.93,55.54,56.76,0.283,0.354,yes,yes,0.1364,1.0155,0.8636,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 45 + render 241 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d1.0-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,353,0,0,0,221,893,6,1474,0.679,17842176,399846,44.62,10643,0.0996,0.0746,0.00358,1.0724,0.9004,54.17,0.8807,0.3426,53.80,49.18,52.65,53.74,0.349,0.415,yes,yes,0.1071,1.0707,0.8929,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 59 + render 288 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d2.0-e7-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,346,0,0,0,188,820,10,1364,0.733,17842176,294323,60.62,10714,0.1772,0.0674,0.00340,1.1772,0.9606,50.85,0.8225,0.4214,50.32,46.10,49.41,50.36,0.438,0.499,yes,yes,0.1747,1.1747,0.9520,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 57 + render 276 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d1.0-e3-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,304,0,0,0,146,166,24,640,1.562,17842176,337719,52.83,10977,0.2208,0.1672,0.00486,1.2208,0.9723,50.23,0.7929,0.5001,49.89,45.41,48.77,49.82,0.509,0.582,yes,yes,0.2164,1.2164,0.9614,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 61 + render 232 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d1.0-e5-xyb_lut2.2_10mp_t512","apple-ciraw",3873,2582,10.00,229,0,0,0,136,297,4,667,1.500,17842176,398436,44.78,11500,0.0985,0.0710,0.00363,1.0788,0.9015,53.74,0.8794,0.3627,53.41,48.79,52.24,53.33,0.365,0.434,yes,yes,0.1062,1.0771,0.8938,no,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 44 + render 178 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d0.5-e7-xyb_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,250,0,0,0,64,489,0,803,1.245,17842176,309402,57.67,11716,0.1805,0.1352,0.00379,0.8577,0.8195,64.85,0.9927,0.1282,63.99,59.99,63.33,64.30,0.131,0.168,yes,yes,0.1879,0.8560,0.8121,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 43 + render 200 ms)"
1,"_WEX4319.ARW","apple_linear_jxl-d1.0-e7-rgb_linear_10mp_t512","apple-ciraw",3873,2582,10.00,270,0,0,0,43,380,1,694,1.442,17842176,244634,72.93,12048,0.0900,0.1065,0.00352,0.9190,0.9100,47.53,0.8775,0.3595,45.47,45.32,46.44,46.62,0.387,0.641,yes,yes,0.1039,0.9128,0.8961,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 43 + render 221 ms)"
1,"_WEX4319.ARW","apple_linear_jpeg8-q0.90_cubic0.10_10mp_t512","apple-ciraw",3873,2582,10.00,261,0,0,0,77,6,1,344,2.909,17842176,594544,30.01,12539,0.1767,0.1456,0.00382,0.8233,0.9160,58.05,0.9619,0.2374,56.69,54.11,56.82,57.19,0.252,0.367,yes,yes,0.1819,0.8181,0.9028,yes,"com.adobe.raw-image",yes,"thumbnail drawn","",,"nominal","","CIRAWFilter native 4608x3072, neutral 3374 K / -11.0, scale 0.840 (setup 44 + render 210 ms) | ImageIO JPEG sampling 2x2,1x1,1x1"
